1002306175	20200903	202009	2020	2020.6658	CVL	SCIENTIST						CVL													1	120	120	12	3	-4.0	4	1	4	-5.29157667386609	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20210903004500	https://news.abplive.com/science/the-accident-in-the-galaxy-all-about-the-strange-cosmic-object-discovered-by-sheer-luck-1479895
1002306176	20200903	202009	2020	2020.6658	EDU	UNIVERSITY						EDU													1	141	141	14	3	-6.5	10	1	10	-5.3349875930521	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20210903004500	https://www.bangkokpost.com/opinion/opinion/2175855/rebel-courage-can-be-a-force-for-needed-change
1002306177	20200903	202009	2020	2020.6658	IND	NEW DELHI	IND								CVL	SCIENTIST						CVL			1	120	120	12	3	-4.0	4	1	4	-5.29157667386609	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20210903004500	https://news.abplive.com/science/the-accident-in-the-galaxy-all-about-the-strange-cosmic-object-discovered-by-sheer-luck-1479895
1002306178	20200903	202009	2020	2020.6658	MED	MEDIA						MED			IND	DELHI	IND								1	112	112	11	3	-2.0	6	1	6	-3.46820809248555	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20210903004500	https://www.telegraphindia.com/india/sc-lash-on-section-of-communal-spreading-media-and-unregulated-portals/cid/1829136
1002306179	20200903	202009	2020	2020.6658	USA	OKLAHOMA	USA								CVL	VILLAGE						CVL			1	193	193	19	4	-10.0	6	1	6	-10.0278551532034	3	Kay County, Oklahoma, United States	US	USOK	OK071	36.85	-97.1503	1101823	3	Kay County, Oklahoma, United States	US	USOK		36.85	-97.1503	1101823	3	Kay County, Oklahoma, United States	US	USOK		36.85	-97.1503	1101823	20210903004500	https://www.news9.com/story/6130fdca1d1bfb0c081f36e7/judges-ruling-put-on-hold-against-village-officer-accused-of-using-excessive-force--killing-man-
1002306180	20200903	202009	2020	2020.6658	USA	OKLAHOMA	USA								CVL	VILLAGE						CVL			1	193	193	19	4	-10.0	4	1	4	-10.0278551532034	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20210903004500	https://www.news9.com/story/6130fdca1d1bfb0c081f36e7/judges-ruling-put-on-hold-against-village-officer-accused-of-using-excessive-force--killing-man-
1002306181	20200903	202009	2020	2020.6658	USA	OKLAHOMA	USA								JUD	JUDGE						JUD			1	190	190	19	4	-10.0	10	1	10	-10.0278551532034	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20210903004500	https://www.news9.com/story/6130fdca1d1bfb0c081f36e7/judges-ruling-put-on-hold-against-village-officer-accused-of-using-excessive-force--killing-man-
1002306182	20200903	202009	2020	2020.6658	USAGOV	UNITED STATES	USA					GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	4	1	4	-7.502679528403	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	3	Glynn County, Georgia, United States	US	USGA		31.2336	-81.5332	1671513	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20210903004500	https://www.bignewsnetwork.com/news/270988638/former-prosecutor-indicted-on-misconduct-charges-in-arbery-case
1002306183	20210804	202108	2021	2021.5863	NZL	NEW ZEALAND	NZL																		0	081	081	08	2	5.0	16	1	16	2.20820189274448	1	New Zealand	NZ	NZ		-42	174	NZ	0								1	New Zealand	NZ	NZ		-42	174	NZ	20210903004500	http://www.msn.com/en-us/entertainment/entertainment-celebrity/politician-s-son-hilariously-interrupts-mom-s-live-interview-to-show-off-phallic-carrot/ar-AAO2vVE
1002306184	20210804	202108	2021	2021.5863	NZL	NEW ZEALAND	NZL																		0	081	081	08	2	5.0	4	1	4	2.20820189274448	1	Tonga	TN	TN		-20	-175	TN	0								1	New Zealand	NZ	NZ		-42	174	NZ	20210903004500	http://www.msn.com/en-us/entertainment/entertainment-celebrity/politician-s-son-hilariously-interrupts-mom-s-live-interview-to-show-off-phallic-carrot/ar-AAO2vVE
